               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.033641,           0.0095094,           0.0045162,             0.95999,             0.95046,             0.96599,             0.42375,            0.038057,           0.0052058,           0.0005718,            0.006238,            0.006238,            0.006238
                  40,            0.033569,           0.0094379,           0.0042729,             0.96026,             0.94808,             0.95368,              0.4418,            0.038535,           0.0053647,          0.00049513,            0.006139,            0.006139,            0.006139
                  41,            0.033081,            0.009422,            0.004916,             0.98624,             0.97471,             0.98323,             0.44151,            0.036372,           0.0053506,          0.00044136,             0.00604,             0.00604,             0.00604
                  42,            0.033669,           0.0093441,           0.0040636,              0.9721,             0.97871,             0.97995,             0.46895,            0.035871,           0.0053025,           0.0004733,            0.005941,            0.005941,            0.005941
                  43,            0.033029,           0.0092309,           0.0041799,             0.97643,             0.96813,              0.9818,             0.48252,            0.035028,           0.0053494,          0.00057289,            0.005842,            0.005842,            0.005842
                  44,            0.033647,           0.0091192,            0.005168,             0.96694,             0.96382,             0.98013,             0.45849,            0.035602,           0.0054636,          0.00064796,            0.005743,            0.005743,            0.005743
                  45,            0.034052,           0.0096854,           0.0046344,             0.98211,             0.96912,             0.98923,             0.48538,            0.035741,           0.0052361,          0.00042575,            0.005644,            0.005644,            0.005644
                  46,             0.03339,           0.0092337,           0.0040599,             0.98148,             0.97311,             0.98403,             0.45448,            0.036676,            0.005253,          0.00045721,            0.005545,            0.005545,            0.005545
                  47,            0.032848,           0.0091391,            0.004862,             0.97087,             0.95894,             0.96691,              0.4314,             0.03976,           0.0053754,          0.00040463,            0.005446,            0.005446,            0.005446
                  48,            0.032751,           0.0091308,           0.0042543,             0.96629,             0.95967,             0.95986,             0.46942,            0.035982,            0.005237,          0.00044224,            0.005347,            0.005347,            0.005347
                  49,             0.03203,           0.0089899,           0.0036069,             0.98105,             0.97075,             0.97257,             0.47833,            0.036384,           0.0052594,          0.00036118,            0.005248,            0.005248,            0.005248
                  50,            0.032623,           0.0090748,           0.0033034,             0.98703,             0.97625,             0.98728,             0.48504,            0.035284,           0.0051801,          0.00047995,            0.005149,            0.005149,            0.005149
                  51,            0.031787,           0.0094224,           0.0037532,             0.97319,             0.97513,             0.97472,             0.49155,             0.03529,           0.0052249,          0.00047741,             0.00505,             0.00505,             0.00505
                  52,             0.03219,           0.0091812,           0.0041325,             0.96331,             0.95891,               0.957,             0.45089,            0.035947,           0.0052027,          0.00041726,            0.004951,            0.004951,            0.004951
                  53,            0.031648,           0.0090919,           0.0036089,              0.9738,             0.96453,             0.97483,             0.47295,            0.035079,           0.0052639,           0.0003617,            0.004852,            0.004852,            0.004852
                  54,            0.031524,           0.0091573,           0.0036948,             0.98008,             0.97549,             0.98261,             0.48172,            0.035768,           0.0052711,           0.0003858,            0.004753,            0.004753,            0.004753
                  55,            0.031466,           0.0091631,           0.0043925,             0.97169,             0.98413,             0.97181,             0.45471,            0.036555,           0.0052875,          0.00038448,            0.004654,            0.004654,            0.004654
                  56,            0.031637,           0.0091645,           0.0035315,             0.96384,             0.96748,             0.95514,             0.45595,            0.035436,           0.0052158,          0.00033111,            0.004555,            0.004555,            0.004555
                  57,            0.031307,           0.0091349,           0.0036215,             0.98083,             0.99057,             0.98974,             0.47649,             0.03488,           0.0052712,          0.00029599,            0.004456,            0.004456,            0.004456
                  58,            0.032005,            0.008974,           0.0034824,             0.96933,             0.97941,             0.97576,              0.4437,            0.036768,           0.0052556,          0.00033596,            0.004357,            0.004357,            0.004357
                  59,            0.031653,           0.0089133,           0.0032495,              0.9774,             0.97382,             0.98326,              0.5048,            0.034117,           0.0052712,          0.00042897,            0.004258,            0.004258,            0.004258
                  60,            0.030999,           0.0092438,           0.0032623,              0.9753,             0.96897,             0.97192,             0.47169,            0.037233,           0.0051602,          0.00030932,            0.004159,            0.004159,            0.004159
                  61,            0.030979,           0.0091607,           0.0032804,             0.98254,             0.98837,             0.98573,             0.47703,            0.035624,            0.005239,          0.00031028,             0.00406,             0.00406,             0.00406
                  62,             0.03066,           0.0089798,           0.0030469,             0.98584,             0.98831,             0.98736,             0.49144,            0.034643,           0.0051479,          0.00029322,            0.003961,            0.003961,            0.003961
                  63,            0.030589,            0.009193,           0.0030317,             0.96757,             0.97151,             0.97063,             0.46607,            0.035966,           0.0052039,          0.00028398,            0.003862,            0.003862,            0.003862
                  64,            0.030417,           0.0090287,           0.0034385,             0.96479,              0.9724,             0.96221,             0.45697,            0.036423,           0.0052586,          0.00025047,            0.003763,            0.003763,            0.003763
                  65,            0.030702,           0.0089174,           0.0031558,             0.97193,             0.97603,             0.97645,             0.46205,            0.035701,           0.0052767,          0.00024705,            0.003664,            0.003664,            0.003664
                  66,            0.030427,           0.0089237,           0.0029983,             0.97983,             0.98451,             0.98315,             0.46933,            0.035847,           0.0050927,          0.00021664,            0.003565,            0.003565,            0.003565
                  67,            0.030378,           0.0087083,           0.0032095,             0.95112,             0.96752,             0.96081,             0.46426,            0.035455,           0.0052461,          0.00022131,            0.003466,            0.003466,            0.003466
                  68,            0.030049,           0.0088714,           0.0029831,              0.9654,             0.98113,             0.97795,             0.46732,            0.035002,           0.0051622,          0.00020661,            0.003367,            0.003367,            0.003367
                  69,            0.030073,           0.0088697,           0.0025882,             0.98678,             0.98115,             0.98979,             0.50357,            0.033534,           0.0050911,          0.00019925,            0.003268,            0.003268,            0.003268
                  70,            0.030168,            0.008829,           0.0025028,             0.97347,             0.98793,              0.9794,             0.46902,            0.035915,           0.0052021,          0.00018372,            0.003169,            0.003169,            0.003169
                  71,            0.029726,            0.008584,           0.0028934,              0.9791,             0.97974,             0.98353,             0.49595,            0.034402,           0.0052168,          0.00020713,             0.00307,             0.00307,             0.00307
                  72,            0.030076,           0.0089897,            0.003768,             0.97514,              0.9753,             0.96702,             0.47538,            0.035409,           0.0052139,          0.00024632,            0.002971,            0.002971,            0.002971
                  73,            0.030104,           0.0087968,           0.0031652,             0.98065,             0.99073,             0.99089,             0.49188,            0.034663,            0.005113,          0.00022659,            0.002872,            0.002872,            0.002872
                  74,            0.029698,           0.0090093,           0.0024929,             0.95765,             0.97399,             0.96283,             0.48428,            0.035751,           0.0050904,          0.00018715,            0.002773,            0.002773,            0.002773
                  75,            0.029578,           0.0084305,           0.0023664,             0.96754,             0.98605,             0.97955,             0.48392,            0.035479,           0.0051003,          0.00016572,            0.002674,            0.002674,            0.002674
                  76,              0.0292,           0.0087717,           0.0025588,             0.96882,             0.96979,             0.97186,             0.48912,             0.03528,            0.005075,          0.00018482,            0.002575,            0.002575,            0.002575
                  77,            0.029488,           0.0085875,           0.0022764,             0.97411,             0.98793,             0.98031,              0.4823,            0.036023,           0.0051315,          0.00021168,            0.002476,            0.002476,            0.002476
                  78,            0.029242,           0.0088843,           0.0022662,             0.95682,             0.97051,             0.96396,             0.48708,            0.034348,           0.0051461,          0.00015825,            0.002377,            0.002377,            0.002377
                  79,             0.02908,              0.0086,           0.0022451,             0.98013,              0.9772,             0.98333,             0.48608,            0.034861,           0.0051646,          0.00016665,            0.002278,            0.002278,            0.002278
                  80,            0.028809,           0.0084619,           0.0024254,             0.98171,             0.97608,             0.98208,             0.50023,            0.034316,           0.0051053,          0.00014425,            0.002179,            0.002179,            0.002179
                  81,            0.029242,           0.0088058,           0.0026908,             0.95934,             0.97057,             0.97056,             0.48211,            0.036465,           0.0051591,          0.00016187,             0.00208,             0.00208,             0.00208
                  82,            0.028521,           0.0085977,           0.0023573,              0.9705,             0.98113,             0.97644,             0.49835,             0.03397,           0.0051059,          0.00014029,            0.001981,            0.001981,            0.001981
                  83,            0.028822,           0.0085615,           0.0026224,             0.98698,             0.98143,              0.9867,             0.51124,            0.033333,           0.0051308,           0.0001319,            0.001882,            0.001882,            0.001882
                  84,            0.028908,           0.0084044,           0.0021632,             0.98134,             0.98571,             0.98098,             0.48901,            0.035222,            0.005168,           0.0001295,            0.001783,            0.001783,            0.001783
                  85,            0.029207,            0.008474,           0.0026305,             0.96031,             0.96443,             0.97076,             0.50551,            0.035031,           0.0051134,          0.00013028,            0.001684,            0.001684,            0.001684
                  86,             0.02846,           0.0083495,           0.0023561,             0.95861,             0.96922,             0.96858,             0.48877,             0.03489,           0.0051351,          0.00013078,            0.001585,            0.001585,            0.001585
                  87,            0.027843,           0.0085535,           0.0022571,             0.97847,             0.98268,             0.98462,             0.51252,            0.033689,           0.0051047,          0.00014057,            0.001486,            0.001486,            0.001486
                  88,            0.028472,           0.0085655,           0.0023769,             0.97507,             0.97711,             0.98468,             0.50367,            0.034134,           0.0050811,          0.00011114,            0.001387,            0.001387,            0.001387
                  89,            0.028004,           0.0083801,           0.0020828,             0.97879,             0.97916,             0.98124,              0.5099,            0.034143,           0.0051105,          0.00011618,            0.001288,            0.001288,            0.001288
                  90,            0.028089,            0.008501,           0.0026676,             0.98626,             0.99261,              0.9898,             0.50518,            0.033998,           0.0050382,          0.00010686,            0.001189,            0.001189,            0.001189
                  91,            0.028188,           0.0084654,           0.0025701,             0.98668,             0.99123,             0.98893,             0.49801,            0.033676,           0.0051216,          0.00010294,             0.00109,             0.00109,             0.00109
                  92,            0.027556,           0.0086615,           0.0019728,             0.98812,             0.99137,             0.98846,             0.50319,            0.033442,           0.0051152,          9.5894e-05,            0.000991,            0.000991,            0.000991
                  93,            0.028428,           0.0085954,           0.0024221,             0.98569,             0.99221,             0.98869,             0.50834,            0.033228,           0.0050949,          9.3044e-05,            0.000892,            0.000892,            0.000892
                  94,            0.028227,           0.0084021,           0.0021977,             0.98249,             0.98713,             0.98478,             0.51158,            0.033254,           0.0050617,          9.5971e-05,            0.000793,            0.000793,            0.000793
                  95,            0.027794,           0.0086874,           0.0022202,              0.9818,             0.98552,             0.98475,             0.50058,             0.03398,           0.0050959,          9.0358e-05,            0.000694,            0.000694,            0.000694
                  96,            0.027744,           0.0084525,           0.0020053,             0.98102,             0.98534,             0.98369,             0.50533,            0.033637,           0.0051258,          8.8887e-05,            0.000595,            0.000595,            0.000595
                  97,             0.02758,           0.0084884,           0.0020543,             0.98346,             0.98737,             0.98395,             0.49814,            0.033672,           0.0050572,          8.5623e-05,            0.000496,            0.000496,            0.000496
                  98,            0.027624,           0.0083252,           0.0019932,             0.98245,             0.98333,             0.98426,             0.50645,            0.033307,           0.0050354,          8.2424e-05,            0.000397,            0.000397,            0.000397
                  99,            0.027164,            0.008402,           0.0020416,             0.98241,             0.98793,             0.98327,             0.49892,            0.033704,           0.0050656,          8.0897e-05,            0.000298,            0.000298,            0.000298
